ORIGINAL_GLOSS	CONCEPT	CONCEPTICON_ID	LANGUAGE_NAME	DOCULECT	FAMILY	FORM	TOKENS
flor	FLOWER	239.0	Proto-Guaicuru	guai1249	Guaicuruan	awoqó	a w o q ó
flor	FLOWER	239.0	Proto-Naduhup	nada1235	Naduhup	cʼôh	cʼ ô h
flower	FLOWER	239.0	Proto-Panoan	pano1256	Panoan	hoa	h oa
flower	FLOWER	239.0	Proto-Quechuan	quec1387	Quechuan	sisa	s i s a
flower	FLOWER	239.0	Proto-Quechuan	quec1387	Quechuan	wayta	w ay t a
	FLOWER	239.0	Proto-Tucanoan	tuca1253	Tucanoan	kʔ.o.ʔ.o	kˀ o ʔ o
river	FLOWING BODY OF WATER	3311.0	Proto-Arawakan	araw1281	Arawakan	wakʊ	w a k ʊ
río	FLOWING BODY OF WATER	3311.0	Proto-Chocoan	choc1280	Chocoan	do	d o
río	FLOWING BODY OF WATER	3311.0	Proto-Guaicuru	guai1249	Guaicuruan	latiwˀgé	l a t i wˀ g é
flauta	FLUTE	777.0	Proto-Naduhup	nada1235	Naduhup	pĩ̌h	p ĩ̌ h
flute type	FLUTE	777.0	Proto-Quechuan	quec1387	Quechuan	pinkuʎu	p i n k u ʎ u
fly	FLY (INSECT)	1504.0	Proto-Aymara	ayma1253	Aymaran	hala	h a l a
kind of mosquito or fly	FLY (INSECT)	1504.0	Proto-Chapacuran	chap1271	Chapacuran	ʔimiʔ	ʔ i m i ʔ
fly	FLY (INSECT)	1504.0	Proto-Chibchan	chib1249	Chibchan	ˈkulu	ˈk u l u
mosca azul	FLY (INSECT)	1504.0	Proto-Chocoan	choc1280	Chocoan	ɯ̃kana	ɯ̃ k a n a
volar	FLY (INSECT)	1504.0	Proto-Guaicuru	guai1249	Guaicuruan	ajo	a j o
mosca	FLY (INSECT)	1504.0	Proto-Naduhup	nada1235	Naduhup	cʼop	cʼ o p
fly	FLY (INSECT)	1504.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃuspi	t͡ʃ u s p i
mosca	FLY (INSECT)	1504.0	Proto-Shuar	jiva1245	Chicham	téte	t é t e
mosca	FLY (INSECT)	1504.0	Proto-Shuar	jiva1245	Chicham	únchi	ú n c h i
mosca pequeña	FLY (INSECT)	1504.0	Proto-Shuar	jiva1245	Chicham	kaape	k aa p e
to fly	FLY (MOVE THROUGH AIR)	1441.0	Proto-Arawakan	araw1281	Arawakan	ara	a r a
to fly	FLY (MOVE THROUGH AIR)	1441.0	Proto-Chapacuran	chap1271	Chapacuran	takiʔ	t a k i ʔ
to fly	FLY (MOVE THROUGH AIR)	1441.0	Proto-Panoan	pano1256	Panoan	noya	n oya
foam	FOAM	1768.0	Proto-Aymara	ayma1253	Aymaran	hupʰuqu	h u pʰ u q u
espuma	FOAM	1768.0	Proto-Guaicuru	guai1249	Guaicuruan	atˀjamaqa	a tˀ j a m a q a
foam	FOAM	1768.0	Proto-Panoan	pano1256	Panoan	βakoʂ	β a k o ʂ
espuma	FOAM	1768.0	Proto-Shuar	jiva1245	Chicham	sáu	s áu
fodder	FODDER	3046.0	Proto-Quechuan	quec1387	Quechuan	qiwa	q i w a
fog	FOG	249.0	Proto-Aymara	ayma1253	Aymaran	urpʰu	u r pʰ u
neblina	FOG	249.0	Proto-Guaicuru	guai1249	Guaicuruan	ewi	e w i
niebla	FOG	249.0	Proto-Matacoan	mata1289	Matacoan	snaqaj	s n a q a j
neblina	FOG	249.0	Proto-Naduhup	nada1235	Naduhup	cʼɯ̌kʼ	cʼ ɯ̌ kʼ
mist	FOG	249.0	Proto-Quechuan	quec1387	Quechuan	tʂirapa	t ʂ i r a p a
doblar	FOLD	1470.0	Proto-Guaicuru	guai1249	Guaicuruan	aqam	a q a m
to follow a trail	FOLLOW	1085.0	Proto-Chapacuran	chap1271	Chapacuran	tipoʔ	t i p o ʔ
follow	FOLLOW	1085.0	Proto-Quechuan	quec1387	Quechuan	qati	q a t i
comida	FOOD	256.0	Proto-Guaicuru	guai1249	Guaicuruan	eˀlíko	eˀ l í k o
comida	FOOD	256.0	Proto-Naduhup	nada1235	Naduhup	wêtʼ	w ê tʼ
food	FOOD	256.0	Proto-Panoan	pano1256	Panoan	piti	p i t i
foot	FOOT	1301.0	Proto-Guahiboan	guah1252	Guahiboan	tákhua	t á k h ua
pie	FOOT	1301.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀwjat	a pˀ w j a t
pé	FOOT	1301.0	Proto-Naduhup	nada1235	Naduhup	cʼi̇̂bo	cʼ i̇̂ b o
foot	FOOT	1301.0	Proto-Panoan	pano1256	Panoan	taʔɨ	t a ʔ ɨ
pie	FOOT	1301.0	Proto-Shuar	jiva1245	Chicham	náwe	n á w e
	FOOT	1301.0	Proto-Tucanoan	tuca1253	Tucanoan	kʔ.ɨ.pʔ.o	kˀ ɨ pˀ o
foot	FOOT	1301.0	Proto-Zaparoan	zapa1251	Zaparoan	ino	i n o
foot	FOOT OR LEG	2098.0	Proto-Arawakan	araw1281	Arawakan	kidiba	k i d i b a
foot	FOOT OR LEG	2098.0	Proto-Aymara	ayma1253	Aymaran	kayu	k ayu
foot	FOOT OR LEG	2098.0	Proto-Chapacuran	chap1271	Chapacuran	katim	k a t i m
foot	FOOT OR LEG	2098.0	Proto-Quechuan	quec1387	Quechuan	tʂaki	t ʂ a k i
long time	FOR A LONG TIME	418.0	Proto-Aymara	ayma1253	Aymaran	haya	h aya
long	FOR A LONG TIME	418.0	Proto-Guahiboan	guah1252	Guahiboan	apía	a p ía
be a long time	FOR A LONG TIME	418.0	Proto-Quechuan	quec1387	Quechuan	una	u n a
long time	FOR A LONG TIME	418.0	Proto-Quechuan	quec1387	Quechuan	karu	k a r u
forehead	FOREHEAD	123.0	Proto-Aymara	ayma1253	Aymaran	para	p a r a
forehead	FOREHEAD	123.0	Proto-Guahiboan	guah1252	Guahiboan	tapathái	t a p a t h ái
testa	FOREHEAD	123.0	Proto-Macro-Je	nucl1710	Macro-Jean	cok	c o k
testa	FOREHEAD	123.0	Proto-Naduhup	nada1235	Naduhup	bãpʼoɾ	b ã pʼ o ɾ
forehead	FOREHEAD	123.0	Proto-Panoan	pano1256	Panoan	βɨmãnan	β ɨ m ã n a n
forehead	FOREHEAD	123.0	Proto-Quechuan	quec1387	Quechuan	paqtʂa	p a q t ʂ a
floresta	FOREST	420.0	Proto-Naduhup	nada1235	Naduhup	xâjo	x â j o
forest	FOREST	420.0	Proto-Panoan	pano1256	Panoan	niʔi	n i ʔ i
forest	FOREST	420.0	Proto-Quechuan	quec1387	Quechuan	satʂa	s a t ʂ a
to forget	FORGET	1523.0	Proto-Quechuan	quec1387	Quechuan	qunqa	q u n q a
olvidar	FORGET	1523.0	Proto-Shuar	jiva1245	Chicham	kahi	k a h i
fornicar	FORNICATE	103.0	Proto-Guaicuru	guai1249	Guaicuruan	awóko	a w ó k o
forward	FORWARD	2912.0	Proto-Panoan	pano1256	Panoan	ɽɨβo+ki	ɽ ɨ β o + k i
four	FOUR	1500.0	Proto-Aymara	ayma1253	Aymaran	puʃi	p u ʃ i
four	FOUR	1500.0	Proto-Chibchan	chib1249	Chibchan	bəhˈke	b ə h ˈk e
fox	FOX	1312.0	Proto-Quechuan	quec1387	Quechuan	atuq	a t u q
libre	FREE	2316.0	Proto-Shuar	jiva1245	Chicham	angkántu	a n g k á n t u
to freeze	FREEZE	1431.0	Proto-Quechuan	quec1387	Quechuan	qasa	q a s a
fresco	FRESH	243.0	Proto-Chocoan	choc1280	Chocoan	õdo	õ d o
fresh	FRESH	243.0	Proto-Panoan	pano1256	Panoan	paʂa	p a ʂ a
companion	FRIEND	1325.0	Proto-Aymara	ayma1253	Aymaran	quntʂa	q u n t ʂ a
companion	FRIEND	1325.0	Proto-Aymara	ayma1253	Aymaran	yana	ya n a
companheiro	FRIEND	1325.0	Proto-Naduhup	nada1235	Naduhup	bǎbaʔ	b ǎ b a ʔ
rana venenosa	FROG	503.0	Proto-Chocoan	choc1280	Chocoan	kõˈkõĩ	k õ ˈk õĩ
rã	FROG	503.0	Proto-Naduhup	nada1235	Naduhup	woh	w o h
rã	FROG	503.0	Proto-Naduhup	nada1235	Naduhup	jɤk	j ɤ k
rã	FROG	503.0	Proto-Naduhup	nada1235	Naduhup	jǔʔ	j ǔ ʔ
rã	FROG	503.0	Proto-Naduhup	nada1235	Naduhup	kokʼ	k o kʼ
frog or toad species	FROG	503.0	Proto-Panoan	pano1256	Panoan	toa	t oa
frog species	FROG	503.0	Proto-Panoan	pano1256	Panoan	βɨʂko	β ɨ ʂ k o
rana	FROG	503.0	Proto-Shuar	jiva1245	Chicham	puwínta	p u w í n t a
rana	FROG	503.0	Proto-Shuar	jiva1245	Chicham	wingisáma	w i n g i s á m a
front	FRONT (PART)	2194.0	Proto-Chapacuran	chap1271	Chapacuran	natan	n a t a n
escarcha	FROST	2034.0	Proto-Guaicuru	guai1249	Guaicuruan	eˀloˀní	eˀ l oˀ n í
frost	FROST	2034.0	Proto-Quechuan	quec1387	Quechuan	qasa	q a s a
fruit	FRUIT	1507.0	Proto-Chibchan	chib1249	Chibchan	ubə́	u b ə́
fruta	FRUIT	1507.0	Proto-Chocoan	choc1280	Chocoan	neme+hõ	n e m e + h õ
fruit	FRUIT	1507.0	Proto-Guahiboan	guah1252	Guahiboan	bobokuí	b o b o k uí
fruta	FRUIT	1507.0	Proto-Guaicuru	guai1249	Guaicuruan	eˀlá	eˀ l á
fruta	FRUIT	1507.0	Proto-Guaicuru	guai1249	Guaicuruan	newakˀé	n e w a kˀ é
fruta	FRUIT	1507.0	Proto-Guaicuru	guai1249	Guaicuruan	a	a
fruta	FRUIT	1507.0	Proto-Naduhup	nada1235	Naduhup	ʔagi	ʔ a g i
fruit	FRUIT	1507.0	Proto-Panoan	pano1256	Panoan	βimi	β i m i
fruto	FRUIT	1507.0	Proto-Shuar	jiva1245	Chicham	yungángke	yu n g á n g k e
	FRUIT	1507.0	Proto-Tucanoan	tuca1253	Tucanoan	t.o.a	t o a
full	FULL	1429.0	Proto-Aymara	ayma1253	Aymaran	pʰuqa	pʰ u q a
full	FULL	1429.0	Proto-Quechuan	quec1387	Quechuan	hunta	h u n t a
lleno	FULL	1429.0	Proto-Shuar	jiva1245	Chicham	pigákuu	p i g á k uu
coat	FUR	580.0	Proto-Chapacuran	chap1271	Chapacuran	tun	t u n
fur	FUR	580.0	Proto-Guahiboan	guah1252	Guahiboan	nái	n ái
piel	FUR	580.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔáko	ʔ á k o
pelo	FUR	580.0	Proto-Macro-Je	nucl1710	Macro-Jean	ke	k e
coat	FUR	580.0	Proto-Panoan	pano1256	Panoan	βo	β o
coat	FUR	580.0	Proto-Panoan	pano1256	Panoan	ɽani	ɽ a n i
furrow	FURROW	1794.0	Proto-Aymara	ayma1253	Aymaran	qurpa	q u r p a
furrow	FURROW	1794.0	Proto-Quechuan	quec1387	Quechuan	sipu	s i p u
furrow	FURROW	1794.0	Proto-Quechuan	quec1387	Quechuan	ʃipu	ʃ i p u
juego	GAME	2467.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀlo	aˀ l o
garden	GARDEN	586.0	Proto-Panoan	pano1256	Panoan	wai	w ai
	GARDEN	586.0	Proto-Tucanoan	tuca1253	Tucanoan	w.e.s.e	w e s e
pick	GATHER	7.0	Proto-Aymara	ayma1253	Aymaran	ʎama	ʎ a m a
reunir	GATHER	7.0	Proto-Guaicuru	guai1249	Guaicuruan	lapˀo	l a pˀ o
collect	GATHER	7.0	Proto-Quechuan	quec1387	Quechuan	wiʃi	w i ʃ i
pick	GATHER	7.0	Proto-Quechuan	quec1387	Quechuan	paʎa	p a ʎ a
to gather	GATHER	7.0	Proto-Quechuan	quec1387	Quechuan	qutu	q u t u
	GATHER	7.0	Proto-Tucanoan	tuca1253	Tucanoan	t∫.ɨ.a	tʃ ɨ a
genipap	GENIPA	3920.0	Proto-Panoan	pano1256	Panoan	nanɨ	n a n ɨ
tender	GENTLE	1954.0	Proto-Quechuan	quec1387	Quechuan	ʎuʎu	ʎ u ʎ u
tender	GENTLE	1954.0	Proto-Quechuan	quec1387	Quechuan	yuyu	yuyu
to get	GET	694.0	Proto-Chapacuran	chap1271	Chapacuran	pot	p o t
get	GET	694.0	Proto-Quechuan	quec1387	Quechuan	tari	t a r i
to get drunk	GET DRUNK	3980.0	Proto-Panoan	pano1256	Panoan	paʔɨn	p a ʔ ɨ n
to get drunk	GET DRUNK	3980.0	Proto-Quechuan	quec1387	Quechuan	ʃinka	ʃ i n k a
to get lost	GET LOST	423.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃinka	t͡ʃ i n k a
cansarse	GET TIRED	1996.0	Proto-Guaicuru	guai1249	Guaicuruan	ewela	e w e l a
cansarse	GET TIRED	1996.0	Proto-Shuar	jiva1245	Chicham	pimpí	p i m p í
to wet	GET WET	2324.0	Proto-Panoan	pano1256	Panoan	mɨʔtʃa	m ɨ ʔ t ʃ a
to wetten	GET WET	2324.0	Proto-Quechuan	quec1387	Quechuan	huqu	h u q u
mojarse	GET WET	2324.0	Proto-Shuar	jiva1245	Chicham	chupi	c h u p i
soul of a corpse	GHOST	1175.0	Proto-Chapacuran	chap1271	Chapacuran	ʔojam	ʔ o j a m
girl	GIRL	1646.0	Proto-Panoan	pano1256	Panoan	ʂõtako	ʂ õ t a k o
girl	GIRL	1646.0	Proto-Quechuan	quec1387	Quechuan	paʃɲa	p a ʃ ɲ a
girl	GIRL	1646.0	Proto-Quechuan	quec1387	Quechuan	ʃipaʃ	ʃ i p a ʃ
girl	GIRL	1646.0	Proto-Quechuan	quec1387	Quechuan	ʃipas	ʃ i p a s
girl	GIRL	1646.0	Proto-Quechuan	quec1387	Quechuan	sipaʃ	s i p a ʃ
hand out	GIVE	1447.0	Proto-Aymara	ayma1253	Aymaran	laki	l a k i
hand out goods	GIVE	1447.0	Proto-Aymara	ayma1253	Aymaran	liwa	l i w a
to give	GIVE	1447.0	Proto-Chapacuran	chap1271	Chapacuran	ʔamiʔ	ʔ a m i ʔ
dar	GIVE	1447.0	Proto-Chocoan	choc1280	Chocoan	dea	d ea
dar	GIVE	1447.0	Proto-Guaicuru	guai1249	Guaicuruan	an	a n
dar	GIVE	1447.0	Proto-Guaicuru	guai1249	Guaicuruan	tsikotˀe	t s i k o tˀ e
dar	GIVE	1447.0	Proto-Naduhup	nada1235	Naduhup	dõ̂ʔ	d õ̂ ʔ
to give	GIVE	1447.0	Proto-Panoan	pano1256	Panoan	ʔinar	ʔ i n a r
hand out	GIVE	1447.0	Proto-Quechuan	quec1387	Quechuan	raki	r a k i
to give	GIVE	1447.0	Proto-Quechuan	quec1387	Quechuan	qu	q u
to give birth	GIVE BIRTH	1195.0	Proto-Panoan	pano1256	Panoan	toʔo	t o ʔ o
to give birth	GIVE BIRTH	1195.0	Proto-Quechuan	quec1387	Quechuan	watʂa	w a t ʂ a
parir	GIVE BIRTH	1195.0	Proto-Shuar	jiva1245	Chicham	húnge	h ú n g e
glass	GLASS	604.0	Proto-Aymara	ayma1253	Aymaran	qʰispi	qʰ i s p i
glass	GLASS	604.0	Proto-Quechuan	quec1387	Quechuan	qiʃpi	q i ʃ p i
to gnaw	GNAW	2706.0	Proto-Aymara	ayma1253	Aymaran	turu	t u r u
to gnaw	GNAW	2706.0	Proto-Quechuan	quec1387	Quechuan	katʂka	k a t ʂ k a
to go	GO	695.0	Proto-Arawakan	araw1281	Arawakan	ilanɨ	i l a n ɨ
to go	GO	695.0	Proto-Aymara	ayma1253	Aymaran	maya	m aya
to go	GO	695.0	Proto-Chapacuran	chap1271	Chapacuran	maw	m a w
ir	GO	695.0	Proto-Chocoan	choc1280	Chocoan	uã	uã
ir	GO	695.0	Proto-Guaicuru	guai1249	Guaicuruan	ano	a n o
ir	GO	695.0	Proto-Guaicuru	guai1249	Guaicuruan	eko	e k o
ir	GO	695.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀekʔen	tˀ e k ʔ e n
ir	GO	695.0	Proto-Naduhup	nada1235	Naduhup	hã̂b	h ã̂ b
to go	GO	695.0	Proto-Quechuan	quec1387	Quechuan	ri	r i
ir	GO	695.0	Proto-Shuar	jiva1245	Chicham	we	w e
to go	GO	695.0	Proto-Zaparoan	zapa1251	Zaparoan	ikwa	i k w a
to descend	GO DOWN (DESCEND)	2014.0	Proto-Chapacuran	chap1271	Chapacuran	kijiʔ	k i j i ʔ
bajarse	GO DOWN (DESCEND)	2014.0	Proto-Shuar	jiva1245	Chicham	aka	a k a
go out	GO OUT	1107.0	Proto-Aymara	ayma1253	Aymaran	hala	h a l a
salir	GO OUT	1107.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔoˀd	ʔ oˀ d
salir	GO OUT	1107.0	Proto-Shuar	jiva1245	Chicham	hiina	h ii n a
subir	GO UP (ASCEND)	705.0	Proto-Naduhup	nada1235	Naduhup	câkʼo	c â kʼ o
subir	GO UP (ASCEND)	705.0	Proto-Naduhup	nada1235	Naduhup	cop	c o p
ascend	GO UP (ASCEND)	705.0	Proto-Quechuan	quec1387	Quechuan	siqa	s i q a
venir de abajo	GO UP (ASCEND)	705.0	Proto-Shuar	jiva1245	Chicham	ta	t a
to go up	GO UP OR RISE (ONESELF)	3207.0	Proto-Panoan	pano1256	Panoan	ʔira	ʔ i r a
dorado	GOLD	1369.0	Proto-Guaicuru	guai1249	Guaicuruan	atsˀiwanaqa	a t sˀ i w a n a q a
gold	GOLD	1369.0	Proto-Quechuan	quec1387	Quechuan	quri	q u r i
good	GOOD	1035.0	Proto-Aymara	ayma1253	Aymaran	ʃuma	ʃ u m a
good	GOOD	1035.0	Proto-Chapacuran	chap1271	Chapacuran	ʔawiː	ʔ a w iː
bom	GOOD	1035.0	Proto-Naduhup	nada1235	Naduhup	dã̌wo	d ã̌ w o
good	GOOD	1035.0	Proto-Panoan	pano1256	Panoan	ʃaɽa	ʃ a ɽ a
good	GOOD	1035.0	Proto-Quechuan	quec1387	Quechuan	aʎi	a ʎ i
good	GOOD	1035.0	Proto-Quechuan	quec1387	Quechuan	ʃumaq	ʃ u m a q
bien	GOOD	1035.0	Proto-Shuar	jiva1245	Chicham	shiinga	s h ii n g a
bien	GOOD	1035.0	Proto-Shuar	jiva1245	Chicham	ayu	ayu
bueno o agradable	GOOD	1035.0	Proto-Shuar	jiva1245	Chicham	péngkenga	p é n g k e n g a
fortune	GOOD LUCK	720.0	Proto-Aymara	ayma1253	Aymaran	inki	i n k i
gourd	GOURD	411.0	Proto-Chapacuran	chap1271	Chapacuran	ʔoɾom	ʔ o ɾ o m
gourd	GOURD	411.0	Proto-Chapacuran	chap1271	Chapacuran	ʔotoː	ʔ o t oː
gourd	GOURD	411.0	Proto-Guahiboan	guah1252	Guahiboan	dérebɨ	d é r e b ɨ
gourd	GOURD	411.0	Proto-Quechuan	quec1387	Quechuan	mati	m a t i
gourd	GOURD	411.0	Proto-Quechuan	quec1387	Quechuan	puru	p u r u
calabaza	GOURD	411.0	Proto-Shuar	jiva1245	Chicham	tsápa	t s á p a
grain	GRAIN	605.0	Proto-Chapacuran	chap1271	Chapacuran	tok	t o k
grano	GRAIN	605.0	Proto-Chocoan	choc1280	Chocoan	daˈbu	d a ˈb u
grano	GRAIN	605.0	Proto-Guaicuru	guai1249	Guaicuruan	ketˀé	k e tˀ é
grano	GRAIN	605.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔaketˀe	ʔ a k e tˀ e
grandchild	GRANDCHILD	1617.0	Proto-Aymara	ayma1253	Aymaran	aʎt͡ʃi	a ʎ t͡ʃ i
grandchild	GRANDCHILD	1617.0	Proto-Quechuan	quec1387	Quechuan	wiʎka	w i ʎ k a
avô	GRANDFATHER	1383.0	Proto-Naduhup	nada1235	Naduhup	ʔǔw	ʔ ǔ w
grandfather	GRANDFATHER	1383.0	Proto-Quechuan	quec1387	Quechuan	awki	a w k i
	GRANDFATHER	1383.0	Proto-Tucanoan	tuca1253	Tucanoan	j.ẽ.kk.u	j ẽ kː u
grandson	GRANDSON	1618.0	Proto-Chapacuran	chap1271	Chapacuran	winaː	w i n aː
nieto	GRANDSON	1618.0	Proto-Guaicuru	guai1249	Guaicuruan	awálo	a w á l o
	GRAPE	920.0	Proto-Tucanoan	tuca1253	Tucanoan	ɨ.ʔj.e	ɨ ˀj e
to grasp	GRASP	2021.0	Proto-Quechuan	quec1387	Quechuan	apta	a p t a
agarrar	GRASP	2021.0	Proto-Shuar	jiva1245	Chicham	achí	a c h í
hierba	GRASS	606.0	Proto-Guaicuru	guai1249	Guaicuruan	pˀokʔoˀdjaqa	pˀ o k ʔ oˀ d j a q a
hierba	GRASS	606.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔéwaqa	ʔ é w a q a
grass	GRASS	606.0	Proto-Quechuan	quec1387	Quechuan	wayʎa	w ay ʎ a
	GRASS	606.0	Proto-Tucanoan	tuca1253	Tucanoan	t.a.j.a	t a j a
prairie	GRASSLAND	2819.0	Proto-Quechuan	quec1387	Quechuan	wayʎa	w ay ʎ a
idol	GRAVEN IMAGE	3205.0	Proto-Quechuan	quec1387	Quechuan	wiʎka	w i ʎ k a
to graze	GRAZE	3058.0	Proto-Aymara	ayma1253	Aymaran	awati	a w a t i
verde	GREEN	1425.0	Proto-Chocoan	choc1280	Chocoan	pãuaˈɾaa	p ãua ˈɾ aa
verde	GREEN	1425.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀdéla	aˀ d é l a
verde	GREEN	1425.0	Proto-Naduhup	nada1235	Naduhup	jabaɾǔt	j a b a ɾ ǔ t
verde	GREEN	1425.0	Proto-Shuar	jiva1245	Chicham	áeta	áe t a
	GREEN	1425.0	Proto-Tucanoan	tuca1253	Tucanoan	ts.ɨ̃.pʔ.e	ts ɨ̃ pˀ e
saludar	GREET	3552.0	Proto-Guaicuru	guai1249	Guaicuruan	kˀin	kˀ i n
grey	GREY	153.0	Proto-Aymara	ayma1253	Aymaran	uqi	u q i
greyish	GREY	153.0	Proto-Panoan	pano1256	Panoan	koɽo	k o ɽ o
grey	GREY	153.0	Proto-Quechuan	quec1387	Quechuan	uqi	u q i
grind	GRIND	1033.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃamqa	t͡ʃ a m q a
to grind	GRIND	1033.0	Proto-Aymara	ayma1253	Aymaran	ɲiqi	ɲ i q i
to grind	GRIND	1033.0	Proto-Aymara	ayma1253	Aymaran	tiki	t i k i
to grind with a stone	GRIND	1033.0	Proto-Chapacuran	chap1271	Chapacuran	jaw	j a w
to grind with a stone	GRIND	1033.0	Proto-Chapacuran	chap1271	Chapacuran	ʔep	ʔ e p
grind	GRIND	1033.0	Proto-Chibchan	chib1249	Chibchan	ˈuʔ	ˈu ʔ
moler	GRIND	1033.0	Proto-Chocoan	choc1280	Chocoan	ba	b a
aplastar	GRIND	1033.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀepˀaqate	tˀ e pˀ a q a t e
moler	GRIND	1033.0	Proto-Guaicuru	guai1249	Guaicuruan	tʃoko	t ʃ o k o
pilar	GRIND	1033.0	Proto-Naduhup	nada1235	Naduhup	tokʼ	t o kʼ
to grind	GRIND	1033.0	Proto-Panoan	pano1256	Panoan	ɽɨnɨ	ɽ ɨ n ɨ
grind	GRIND	1033.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃamqa	t͡ʃ a m q a
to grind	GRIND	1033.0	Proto-Quechuan	quec1387	Quechuan	kuta	k u t a
aplastar	GRIND	1033.0	Proto-Shuar	jiva1245	Chicham	shíta	s h í t a
grinding stone	GRINDSTONE	2459.0	Proto-Aymara	ayma1253	Aymaran	parana	p a r a n a
grindstone	GRINDSTONE	2459.0	Proto-Chibchan	chib1249	Chibchan	ˈiáʔ	ˈiá ʔ
grinding stone	GRINDSTONE	2459.0	Proto-Quechuan	quec1387	Quechuan	maray	m a r ay
grounds	GROUND	2159.0	Proto-Aymara	ayma1253	Aymaran	qunt͡ʃu	q u n t͡ʃ u
grounds	GROUND	2159.0	Proto-Quechuan	quec1387	Quechuan	qunt͡ʃu	q u n t͡ʃ u
peanut	GROUNDNUT (PEANUT)	595.0	Proto-Panoan	pano1256	Panoan	tama	t a m a
maní	GROUNDNUT (PEANUT)	595.0	Proto-Shuar	jiva1245	Chicham	núse	n ú s e
to grow	GROW	479.0	Proto-Aymara	ayma1253	Aymaran	hila	h i l a
grow	GROW	479.0	Proto-Chibchan	chib1249	Chibchan	təˈlə	t ə ˈl ə
to grow	GROW PLANTS	3461.0	Proto-Panoan	pano1256	Panoan	yoosi	yoo s i
to grow	GROW PLANTS	3461.0	Proto-Quechuan	quec1387	Quechuan	wiɲa	w i ɲ a
envejecer	GROW UP	552.0	Proto-Guaicuru	guai1249	Guaicuruan	atʃˀóqʔa	a t ʃˀ ó q ʔ a
guan	GUAN	437.0	Proto-Chibchan	chib1249	Chibchan	ˈkũ̀	ˈk ũ̀
pava de monte	GUAN	437.0	Proto-Guaicuru	guai1249	Guaicuruan	qotˀíwini	q o tˀ í w i n i
jacu	GUAN	437.0	Proto-Naduhup	nada1235	Naduhup	jêco	j ê c o
guard	GUARD	1940.0	Proto-Aymara	ayma1253	Aymaran	muʃi	m u ʃ i
guava	GUAVA	3981.0	Proto-Panoan	pano1256	Panoan	βĩpiʃ	β ĩ p i ʃ
culpable	GUILTY	1682.0	Proto-Guaicuru	guai1249	Guaicuruan	awaqátˀe	a w a q á tˀ e
guinea pig	GUINEA PIG	3718.0	Proto-Aymara	ayma1253	Aymaran	kuyi	k uyi
rifle	GUN	1566.0	Proto-Panoan	pano1256	Panoan	to	t o
guts	GUTS	1334.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃunt͡ʃuʎi	t͡ʃ u n t͡ʃ u ʎ i
tripas	GUTS	1334.0	Proto-Shuar	jiva1245	Chicham	ampusha	a m p u s h a
guts	GUTS	1334.0	Proto-Zaparoan	zapa1251	Zaparoan	mara	m a r a
granizo	HAIL	609.0	Proto-Guaicuru	guai1249	Guaicuruan	qalatˀi	q a l a tˀ i
hailstone	HAIL	609.0	Proto-Quechuan	quec1387	Quechuan	runtu	r u n t u
hair	HAIR	1040.0	Proto-Chapacuran	chap1271	Chapacuran	tun	t u n
hair	HAIR	1040.0	Proto-Chibchan	chib1249	Chibchan	ˈtsã̀	ˈt s ã̀
hair	HAIR	1040.0	Proto-Guahiboan	guah1252	Guahiboan	matanao	m a t a n ao
pelo	HAIR	1040.0	Proto-Macro-Je	nucl1710	Macro-Jean	ke	k e
pelo	HAIR	1040.0	Proto-Shuar	jiva1245	Chicham	intáshi	i n t á s h i
pelo	HAIR	1040.0	Proto-Shuar	jiva1245	Chicham	únge	ú n g e
body hair	HAIR (BODY)	189.0	Proto-Panoan	pano1256	Panoan	ɽani	ɽ a n i
cabello	HAIR (HEAD)	2648.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀek	tˀ e k
cabelo	HAIR (HEAD)	2648.0	Proto-Macro-Je	nucl1710	Macro-Jean	ke	k e
cabelo	HAIR (HEAD)	2648.0	Proto-Naduhup	nada1235	Naduhup	pãt	p ã t
pelo	HAIR (HEAD)	2648.0	Proto-Shuar	jiva1245	Chicham	intáshi	i n t á s h i
pelo	HAIR (HEAD)	2648.0	Proto-Shuar	jiva1245	Chicham	únge	ú n g e
hair	HAIR OR FUR	2678.0	Proto-Aymara	ayma1253	Aymaran	ɲukatʂa	ɲ u k a t ʂ a
hair	HAIR OR FUR	2678.0	Proto-Aymara	ayma1253	Aymaran	ɲakutʂa	ɲ a k u t ʂ a
coat	HAIR OR FUR	2678.0	Proto-Panoan	pano1256	Panoan	βo	β o
coat	HAIR OR FUR	2678.0	Proto-Panoan	pano1256	Panoan	ɽani	ɽ a n i
